"ID","CITED","CITING"
1508,887,35490
1509,887,38205
1510,887,595056
1511,887,6151
1512,887,6213
1513,887,6215
1514,887,64519
1515,887,87363
1516,887,976334
1517,906,1103979
1518,906,1105344
1519,906,1114352
1520,906,1136397
1521,906,1140040
1522,906,34355
1523,906,910
1524,910,1104379
1525,910,1105344
1526,910,1105530
1527,910,1108834
1528,910,1110520
1529,910,1114118
1530,910,1116569
1531,910,1118848
1532,910,1120858
1533,910,1122460
1534,910,1126044
1535,910,1129111
1536,910,1135137
1537,910,1140040
1538,910,1152194
1539,910,12439
1540,910,12946
1541,910,131042
1542,910,13136
1543,910,160705
1544,910,227286
1545,910,242637
1546,910,28278
1547,910,31043
1548,910,340075
1549,910,340078
1550,910,34355
1551,910,35905
1552,910,42847
1553,910,436796
1554,910,48550
1555,910,5462
1556,910,576257
1557,910,58552
1558,910,5869
1559,910,636511
1560,910,67292
1561,910,675649
1562,910,684372
1563,910,755217
1564,910,94953
1565,936,1107010
1566,936,1111899
1567,936,129558
1568,936,1956
1569,936,207395
1570,936,3084
1571,936,3828
1572,936,38845
1573,940,20180
1574,940,28265
1575,940,3828
1576,941,129558
1577,941,20180
1578,941,28265
1579,941,3828
1580,941,940
1581,943,1152896
1582,943,3828
1583,943,91852
1584,1026,1034
1585,1026,1102550
1586,1026,1105231
1587,1026,1129798
1588,1026,1153945
1589,1033,1034
1590,1033,1107062
1591,1034,1153945
1592,1035,1034
1593,1035,1107062
1594,1035,1110515
1595,1213,1154525
1596,1213,409725
1597,1213,8766
1598,1237,102938
1599,1237,1102400
1600,1237,1106112
1601,1237,143676
1602,1246,1102400
1603,1246,1104007
1604,1246,42207
1605,1246,57764
1606,1246,6125
1607,1272,1102625
1608,1272,1108167
1609,1272,1120962
1610,1272,112378
1611,1272,1123867
1612,1272,1128256
1613,1272,1129208
1614,1272,1135125
1615,1272,1135358
1616,1272,157805
1617,1272,18615
1618,1272,192734
1619,1272,20593
1620,1272,254923
1621,1272,27230
1622,1272,284414
1623,1272,30895
1624,1272,30901
1625,1272,444240
1626,1272,520471
1627,1272,52835
1628,1272,552469
1629,1272,560936
1630,1272,591016
1631,1272,636098
1632,1272,65653
1633,1272,6917
1634,1272,6923
1635,1272,85452
1636,1272,85688
1637,1272,93923
1638,1272,97892
1639,1365,1031453
1640,1365,1102407
1641,1365,1105062
1642,1365,1106287
1643,1365,1108050
1644,1365,1110494
1645,1365,1110998
1646,1365,1113995
1647,1365,1114153
1648,1365,1114352
1649,1365,1114388
1650,1365,1114605
1651,1365,1116347
1652,1365,1116594
1653,1365,1117653
1654,1365,1119140
1655,1365,1120211
1656,1365,1120866
1657,1365,1128839
1658,1365,1129443
1659,1365,1130600
1660,1365,1131647
1661,1365,1131745
1662,1365,1131748
1663,1365,1132922
1664,1365,1132968
1665,1365,1135137
1666,1365,1135368
1667,1365,1136422
1668,1365,1136442
1669,1365,1152143
1670,1365,1152821
1671,1365,1154169
1672,1365,120084
1673,1365,139865
1674,1365,157401
1675,1365,161221
1676,1365,171225
1677,1365,184918
1678,1365,188318
1679,1365,188471
1680,1365,22835
1681,1365,23448
1682,1365,23502
1683,1365,23507
1684,1365,237521
1685,1365,26850
1686,1365,330148
1687,1365,340075
1688,1365,340299
1689,1365,39904
1690,1365,436796
1691,1365,49482
1692,1365,560936
1693,1365,562123
1694,1365,628500
1695,1365,648232
1696,1365,649731
1697,1365,69392
1698,1365,7276
1699,1365,7297
1700,1365,77758
1701,1365,782486
1702,1365,83826
1703,1365,85299
1704,1365,853150
1705,1365,90888
1706,1365,93555
1707,1365,948299
1708,1365,948846
1709,1365,949318
1710,1365,949511
1711,1365,950052
1712,1365,950305
1713,1481,1102567
1714,1481,1106052
1715,1481,1108267
1716,1481,1111614
1717,1481,1113934
1718,1481,1114864
1719,1481,1117184
1720,1481,1119295
1721,1481,1120563
1722,1481,1153891
1723,1481,13960
1724,1481,200480
1725,1481,399173
1726,1481,4878
1727,1481,521207
1728,1481,521269
1729,1688,1103985
1730,1688,1131360
1731,1688,1133338
1732,1688,1134022
1733,1688,1136814
1734,1688,1153065
1735,1688,152483
1736,1688,1694
1737,1688,39474
1738,1688,44368
1739,1688,576725
1740,1688,647413
1741,1688,69284
1742,1688,694759
1743,1688,84021
1744,1694,39474
1745,1717,1115291
1746,1717,1116336
1747,1717,1135108
1748,1717,50381
1749,1717,733167
1750,1786,35797
3921,1817,1114502
3922,1919,1108389
3923,1919,1109581
3924,1949,129042
3925,1949,3101
3926,1951,3095
3927,1952,1107215
3928,1952,1111899
3929,1952,1949
3930,1952,3101
3931,1953,1153166
3932,1953,1153724
3933,1953,1153728
3934,1953,1949
3935,1955,110163
3936,1955,1110390
3937,1955,1125386
3938,1955,1956
3939,1956,101143
3940,1956,1111899
3941,1956,1118302
3942,1956,1153101
3943,1956,1153150
3944,1956,1817
3945,1956,263486
3946,1956,83449
3947,1959,101143
3948,1959,1152896
3949,1959,1153728
3950,1959,170798
3951,1959,207395
3952,1959,3097
3953,1959,310530
3954,1959,38839
3955,1959,73327
3956,1959,82664
3957,1997,1102442
3958,1997,1108551
3959,1997,1109439
3960,1997,1109542
3961,1997,129897
3962,1997,154982
3963,1997,3233
3964,1997,49811
3965,1997,7032
3966,1999,1102442
3967,1999,1123068
3968,1999,1131471
3969,1999,39126
3970,1999,6771
3971,2354,10186
3972,2354,1107140
3973,2354,1113852
3974,2354,1130539
3975,2354,154134
3976,2354,40151
3977,2354,74749
3978,2440,1000012
3979,2440,1061127
3980,2440,1106388
3981,2440,1107095
3982,2440,1108551
3983,2440,1110426
3984,2440,1114512
3985,2440,1117786
3986,2440,1119295
3987,2440,1120650
3988,2440,1127619
3989,2440,1153254
3990,2440,136766
3991,2440,136768
3992,2440,151430
3993,2440,18615
3994,2440,212777
3995,2440,23546
3996,2440,27230
3997,2440,49811
3998,2440,49843
3999,2440,49844
4000,2440,49847
4001,2440,582343
4002,2440,591016
4003,2440,591017
4004,2440,63931
4005,2440,6917
4006,2440,6923
4007,2440,72908
4008,2653,102406
4009,2653,107177
4010,2653,1104055
4011,2653,1116268
4012,2653,1116842
4013,2653,1118764
4014,2653,1119751
4015,2653,1152075
4016,2653,167656
4017,2653,175291
4018,2653,197783
4019,2653,28641
4020,2653,321861
4021,2653,350362
4022,2653,4660
4023,2653,59045
4024,2653,6125
4025,2653,65650
4026,2654,1104851
4027,2654,1106630
4028,2654,1107861
4029,2654,1110438
4030,2654,1116842
4031,2654,1121867
4032,2654,1123926
4033,2654,1152075
4034,2654,197783
4035,2654,211906
4036,2654,27250
4037,2654,463825
4038,2654,52784
4039,2658,1115375
4040,2658,1130676
4041,2658,1130808
4042,2658,1131607
4043,2658,1132948
4044,2658,1135899
4045,2658,1140230
4046,2658,230884
4047,2658,236759
4048,2658,282700
4049,2658,395540
4050,2658,578347
4051,2658,696342
4052,2658,696345
4053,2658,696346
4054,2658,751408
4055,2658,99023
4056,2663,1119671
4057,2665,1105574
4058,2665,1113035
4059,2665,1115375
4060,2665,1122704
4061,2665,1130676
4062,2665,1130808
4063,2665,1131607
4064,2665,1132486
4065,2665,1132948
4066,2665,1132968
4067,2665,205192
4068,2665,230884
4069,2665,237489
4070,2665,2658
4071,2665,395540
4072,2665,43639
4073,2665,578306
4074,2665,578309
4075,2665,578337
4076,2665,578347
4077,2665,582139
4078,2665,630817
4079,2665,631052
4080,2665,696345
4081,2665,696346
4082,2665,751408
4083,2665,763009
4084,2665,99023
4085,2695,1108169
4086,2695,1120197
4087,2695,2698
4088,2695,342802
4089,2696,1108050
4090,2696,1108169
4091,2696,1113035
4092,2696,1114192
4093,2696,1118083
4094,2696,1120858
4095,2696,1123239
4096,2696,1133004
4097,2696,160705
4098,2696,256106
4099,2696,2695
4100,2696,2698
4101,2696,342802
4102,2696,469504
4103,2696,5348
4104,2696,5869
4105,2696,99025
4106,2698,1114192
4107,2698,256106
4108,2698,2695
4109,2698,342802
4110,2698,99025
4111,2702,1120777
4112,2702,12330
4113,2702,395553
4114,2702,72056
4115,3084,1107171
4116,3084,255233
4117,3084,33303
4118,3085,15889
4119,3085,221302
4120,3085,30973
4121,3085,395725
4122,3085,5062
4123,3085,83449
4124,3095,110162
4125,3095,110163
4126,3095,218682
4127,3095,83449
4128,3097,1106236
4129,3097,129045
4130,3097,1949
4131,3097,1952
4132,3097,3101
4133,3101,110162
4134,3101,110163
4135,3101,110164
4136,3101,70441
4137,3112,103529
4138,3112,110163
4139,3112,110164
4140,3112,1152564
4141,3112,1949
4142,3112,470511
4143,3112,77826
4144,3112,77829
4145,3187,1110000
4146,3187,129896
4147,3187,129897
4148,3187,280876
4149,3187,5086
4150,3191,105865
4151,3191,1106789
4152,3191,1127530
4153,3191,1131267
4154,3191,129896
4155,3191,129897
4156,3191,137873
4157,3191,162664
4158,3191,308920
4159,3191,310742
4160,3191,3192
4161,3191,423463
4162,3191,5086
4163,3191,561364
4164,3191,642827
4165,3192,105865
4166,3192,129896
4167,3192,310742
4168,3192,3191
4169,3192,423463
4170,3192,5086
4171,3192,561364
4172,3192,642827
4173,3217,1000012
4174,3217,167670
4175,3217,238099
4176,3217,65653
4177,3217,86840
4178,3218,1106492
4179,3218,1110426
4180,3218,1119987
4181,3218,1120169
4182,3218,1152290
4183,3218,1153264
4184,3218,187354
4185,3218,277263
4186,3218,35070
4187,3218,417017
4188,3218,49843
4189,3218,6639
4190,3218,66782
4191,3218,6767
4192,3218,6941
4193,3220,1115677
4194,3220,1125992
4195,3220,1128430
4196,3220,1130634
4197,3220,1131728
4198,3220,1132706
4199,3220,120039
4200,3220,145215
4201,3220,167670
4202,3220,346243
4203,3220,36620
4204,3220,39124
4205,3220,40922
4206,3220,429805
4207,3220,654177
4208,3220,69397
4209,3220,8832
4210,3222,1103737
4211,3222,1114222
4212,3222,1131137
4213,3222,1132157
4214,3222,167656
4215,3222,964248
4216,3223,1132157
4217,3223,1153101
4218,3223,1153150
4219,3223,167656
4220,3223,167670
4221,3229,100197
4222,3229,1050679
4223,3229,1103960
4224,3229,1105718
4225,3229,1106568
4226,3229,1108209
4227,3229,1108834
4228,3229,1109392
4229,3229,1112767
4230,3229,1125082
4231,3229,1125895
4232,3229,1126037
4233,3229,1128839
4234,3229,1128868
4235,3229,1130915
4236,3229,1130927
4237,3229,1130931
4238,3229,1131647
4239,3229,1131748
4240,3229,1132418
4241,3229,1140289
4242,3229,1152277
4243,3229,1152673
4244,3229,1154169
4245,3229,1154251
4246,3229,118559
4247,3229,133550
4248,3229,157401
4249,3229,16461
4250,3229,189577
4251,3229,23502
4252,3229,25181
4253,3229,25184
4254,3229,27174
4255,3229,27631
4256,3229,31769
4257,3229,33412
4258,3229,35343
4259,3229,35863
4260,3229,35922
4261,3229,390922
4262,3229,396412
4263,3229,444191
4264,3229,447250
4265,3229,48550
4266,3229,49482
4267,3229,52515
4268,3229,62347
4269,3229,641976
4270,3229,654326
4271,3229,7022
4272,3229,72101
4273,3229,82087
4274,3229,82098
4275,3229,83826
4276,3229,90888
4277,3229,919885
4278,3229,92065
4279,3229,948299
4280,3229,949511
4281,3229,96335
4282,3231,104840
4283,3231,1102761
4284,3231,1106330
4285,3231,1106370
4286,3231,1107067
4287,3231,1113926
4288,3231,1115471
4289,3231,1125386
4290,3231,1128536
4291,3231,1131471
4292,3231,1153169
4293,3231,167670
4294,3231,180399
4295,3231,200480
4296,3231,20850
4297,3231,25184
4298,3231,259126
4299,3231,263279
4300,3231,3237
4301,3231,328370
4302,3231,39124
4303,3231,39126
4304,3231,46431
4305,3231,49660
4306,3231,6334
4307,3231,63477
4308,3231,63486
4309,3231,636098
4310,3231,66594
4311,3231,68463
4312,3231,8699
4313,3231,8821
4314,3232,1106330
4315,3232,1123068
4316,3232,1128536
4317,3232,20850
4318,3232,20942
4319,3232,521251
4320,3232,66594
4321,3233,1103737
4322,3233,1114222
4323,3233,1125467
4324,3233,192850
4325,3233,1997
4326,3233,272720
4327,3233,509379
4328,3233,66594
4329,3233,976284
4330,3235,1114222
4331,3235,65653
4332,3236,1125467
4333,3236,167670
4334,3236,3233
4335,3236,3237
4336,3236,601561
4337,3237,964248
4338,3240,1110531
4339,3240,1131137
4340,3240,3233
4341,3240,36620
4342,3240,39130
4343,3240,964248
4344,3243,1103610
4345,3243,1104055
4346,3243,1110947
4347,3243,1113739
4348,3243,307336
4349,3243,30895
4350,3243,30901
4351,3243,31932
4352,3243,350362
4353,3243,368431
4354,3243,854434
4355,3243,96335
4356,3828,1152896
4357,3828,1956
4358,3828,207395
4359,3828,310530
4360,3932,5075
4361,4274,1105428
4362,4274,1114664
4363,4274,1119078
4364,4329,105899
4365,4329,1110768
4366,4329,1111304
4367,4329,28254
4368,4329,395547
4369,4329,46468
4370,4329,510718
4371,4330,1103676
4372,4330,1103737
4373,4330,1104449
4374,4330,1108834
4375,4330,11093
4376,4330,1109439
4377,4330,1110438
4378,4330,1112929
4379,4330,1114352
4380,4330,1132459
4381,4330,1132461
4382,4330,1135108
4383,4330,1136393
4384,4330,1136397
4385,4330,1152917
4386,4330,118436
4387,4330,119956
4388,4330,120013
4389,4330,12946
4390,4330,137873
4391,4330,151708
4392,4330,168410
4393,4330,1717
4394,4330,299197
4395,4330,32688
4396,4330,328370
4397,4330,35797
4398,4330,37884
4399,4330,390889
4400,4330,395553
4401,4330,428610
4402,4330,4329
4403,4330,46468
4404,4330,684986
4405,4330,69392
4406,4330,69418
4407,4330,753265
4408,4330,949217
4409,4335,1104300
4410,4335,1121254
5727,36140,350373
5728,36140,35797
5729,36140,46500
5730,36140,57764
5731,36140,63915
5732,36145,1104055
5733,36145,1105672
5734,36145,1116268
5735,36145,272720
5736,36145,52784
5737,36162,1132815
5738,36162,1152307
5739,36162,1152448
5740,36162,1152975
5741,36162,1153703
5742,36162,197452
5743,36162,20528
5744,36167,20528
5745,36620,1128430
5746,36620,120039
5747,36620,189620
5748,36802,1108389
5749,36802,130
5750,36802,189856
5751,36802,37888
5752,36802,589923
5753,36802,590022
5754,37483,1130539
5755,37483,217852
5756,37483,2440
5757,37483,5959
5758,37483,63931
5759,37541,1119140
5760,37541,260979
5761,37879,1105116
5762,37884,300071
5763,37888,1108389
5764,37888,1125469
5765,37888,1152633
5766,37888,293974
5767,37888,77438
5768,38205,108047
5769,38205,1128997
5770,38205,1129610
5771,38205,1153942
5772,38205,117316
5773,38205,592975
5774,38205,592986
5775,38205,593060
5776,38205,595056
5777,38205,606647
5778,38205,61069
5779,38480,1104182
5780,38537,1131270
5781,38537,1131277
5782,38537,137868
5783,38537,153063
5784,38537,642847
5785,38537,646195
5786,38722,1106172
5787,38722,1135746
5788,38722,5038
5789,38722,51180
5790,38722,65650
5791,38722,81350
5792,38771,1104191
5793,38829,1107010
5794,38829,1116397
5795,38829,1152244
5796,38839,310530
5797,38845,1107010
5798,38845,1110579
5799,38846,1128407
5800,38846,38845
5801,39126,1107067
5802,39126,88356
